2.356691,1.019233
2.110093,0.777037
1.964918,0.983152
2.013115,0.955098
2.004318,1.056458
1.878119,0.956445
1.990267,0.820150
1.873736,0.956778
2.048060,1.069014
1.904385,1.010047
1.981701,0.919418
2.040822,0.936475
2.062708,1.010171
2.167424,1.123845
1.928019,1.016205
1.998728,1.104338
2.000621,1.087816
2.014641,1.078259
1.917421,1.024974
2.010796,0.926777
2.043570,0.733386
1.961355,0.922674
1.997878,1.160065
1.987946,0.915546
1.888254,1.082108
2.022317,1.142210
1.915785,1.013682
2.001069,0.969780
1.931173,0.918790
2.186301,1.059897
2.216344,1.174814
1.739583,1.035737
2.168521,0.960011
1.823160,1.089485
2.094205,0.914863
1.971598,1.086892
2.009952,0.921621
2.011970,0.970008
2.193473,0.890319
1.834619,0.907862
2.024645,1.131475
1.845388,1.101638
2.017545,0.867329
2.185967,1.172175
2.124428,1.019377
2.042809,0.972895
2.090350,0.952402
1.872299,0.995411
1.907953,1.017584
1.976613,0.885611
1.917545,0.995455
2.055027,0.989907
2.109552,0.926544
1.872904,0.948293
1.935801,1.009251
1.992308,1.049402
2.005705,0.918186
1.910199,0.965796
2.084672,0.991563
2.058284,0.986034
2.018569,0.884418
2.137816,1.003456
1.935874,1.002129
1.929029,1.074694
1.920781,0.847637
1.926991,1.106705
1.946649,1.171053
2.144163,0.989866
2.136259,1.083828
1.930541,1.128605
2.012866,0.980893
1.847911,1.119190
2.090446,1.051342
2.015564,1.101653
1.869556,0.918211
1.914920,0.933396
1.861248,1.156377
2.056837,0.987969
1.942922,0.857477
2.167621,0.907458
1.977524,1.071183
1.964318,0.919608
2.048277,1.119690
2.044784,1.078952
2.075413,1.141021
1.920211,0.885658
1.972469,0.954287
2.037064,0.902516
1.916808,1.013361
2.074379,0.984187
2.005740,0.874155
1.945713,0.969618
1.861027,1.023458
2.008791,0.815750
2.032229,0.896029
1.987712,0.840378
2.005021,1.057021
1.891277,0.930068
2.005130,0.988001
1.936478,1.134128
1.901269,0.911649
2.109227,1.045970
2.080673,1.185535
1.887306,1.059173
2.194599,1.076926
2.033958,0.984328
2.102884,0.863135
1.960003,1.076477
1.980322,1.001152
2.010220,1.009069
1.895243,0.980135
2.179757,1.021514
1.904945,1.070997
1.968988,0.877894
2.022804,1.076046
1.961504,0.832553
2.025423,0.859184
2.200672,0.939340
2.285527,1.041981
1.793672,0.880039
1.965916,1.128317
1.882164,1.036945
1.858019,0.882253
1.918916,1.016912
2.168593,0.912202
2.071062,1.171867
2.079737,1.064854
1.790029,0.935947
1.916978,1.004771
1.899450,1.039166
1.984634,1.028723
1.981760,1.108377
1.873024,1.156664
1.948041,1.026738
2.161743,1.095692
2.070435,1.043176
2.115894,0.961886
1.947706,0.943213
1.945620,1.076327
2.030946,1.134817
2.105518,1.118669
2.207607,0.988605
1.932217,0.836852
2.109648,1.056080
1.836163,1.002418
1.860107,1.120615
2.020353,0.977526
1.883908,1.191948
1.990491,0.946620
2.070197,0.951086
